Texto,Sesgo,Tweet_procesado
@piojitopersa aguante los fritos con mateeeees linda!!! (quiero fritos ahora ahre) encima estoy tomando mates ahre,0,"['aguante', 'fritos', 'mateeeees', 'linda', 'quiero', 'fritos', 'ahora', 'ahre', 'encima', 'tomando', 'mate', 'ahre']"
@eduardo_pers ps que las exterminen. por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj),1,"['p', 'exterminen', 'salud', 'mental', 'pa', 'pueda', 'dejar', 'hacer', 'ridículo', 'calle', 'jajajaj']"
@marinaliaison quería poner me tenéis quemadísima pero no cabe y salen los puntitos ,0,"['quería', 'poner', 'quemadísima', 'cabe', 'salen', 'puntitos']"
"btw me voy despertando, hola",0,"['btw', 'voy', 'despertando', 'hola']"
"@cbrrrx yo solo robo corazones, daysino, ni eso puedo robar",0,"['solo', 'robo', 'corazones', 'daysino', 'puedo', 'robar']"
el ballet es de chicas.,1,"['ballet', 'chicas']"
"qué feo ha de ser que tu novi@ se vaya de viajey tu estes de que: me muero por que regreses, ya no puedo vivir asi y esas cosas, apoyalo",1,"['feo', 'ser', 'novi', 'vaya', 'viajey', 'estes', 'muero', 'regreses', 'puedo', 'vivir', 'asi', 'cosas', 'apoyalo']"
@tonsqueaxel @youtube te extraño como loca,1,"['extraño', 'loca']"
me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante ,0,"['gustaría', 'arreglar', 'tantas', 'cosas', 'puedo', 'arreglar', 'ninguna', 'frustrante']"
"#s900 uy! feliz primer lunes del 17! un gustazo escucharlos en querétaro frío, pero chido",0,"['uy', 'feliz', 'primer', 'lunes', 'gustazo', 'escucharlos', 'querétaro', 'frío', 'chido']"
"@_aitor la verdad es que tiene buena pinta. investigaré, gracias ",0,"['verdad', 'buena', 'pinta', 'investigaré', 'gracias']"
cuándo se termine este contrato empezaré a buscar un nuevo depa y un gatito.,0,"['cuándo', 'termine', 'contrato', 'empezaré', 'buscar', 'nuevo', 'depa', 'gatito']"
@yeyiximmm hace una semana que se sabe  yo ya espero la edicion completa del juego ,0,"['hace', 'semana', 'sabe', 'espero', 'edicion', 'completa', 'juego']"
me estaba comiendo unos pastes bien ricos pero de pronto pusieron canciones bien deprimentes y pues así no se puede,0,"['comiendo', 'paste', 'bien', 'rico', 'pronto', 'pusieron', 'canciones', 'bien', 'deprimentes', 'pues', 'así', 'puede']"
"@jose97angel el canal de global talents suele ser rápido en subir actuaciones, valoraciones, previos, y resultados...   ",0,"['canal', 'global', 'talent', 'suele', 'ser', 'rápido', 'subir', 'actuaciones', 'valoraciones', 'previos', 'resultados']"
@viajerosaccion jajajaja buena buena foto,0,"['jajajaja', 'buena', 'buena', 'foto']"
"cien amas de un corral, cada una dice su cantar",1,"['cien', 'amas', 'corral', 'cada', 'dice', 'cantar']"
@samymtzl va a ganar tu tio @lopezobrador_,0,"['va', 'ganar', 'tio']"
"después de casi un mes entero sin él... puff, espero no echar temporadas tan largas sin verlo ",0,"['después', 'casi', 'me', 'entero', 'puff', 'espero', 'echar', 'temporadas', 'tan', 'largas', 'verlo']"
@springsteen_81 en españa comemos (tragamos) de todo y con tod aquí esta trayectoria política parece normal. saludos ,0,"['españa', 'comemos', 'tragamos', 'tod', 'aquí', 'trayectoria', 'política', 'parece', 'normal', 'saludos']"
muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos,0,"['muchas', 'felicidades', 'abrazo', 'mejores', 'deseos']"
"os lo pido por favor en serio, es muy importante para mí https://t.co/stuwlw8brk",0,"['pido', 'favor', 'serio', 'importante']"
melchor gaspar y yo sin quincena,0,"['melchor', 'gaspar', 'quincena']"
"@raticorns genial!, pero yo decia del pais que mas te ve el aceite de coco creo q no es tan facil de conseguir",0,"['genial', 'decia', 'pais', 'ma', 've', 'aceite', 'coco', 'creo', 'q', 'tan', 'facil', 'conseguir']"
@nonnes78 hola guapísima! nos encantaría hablar contigo por dm.. se puede pasar? ,1,"['hola', 'guapísima', 'encantaría', 'hablar', 'contigo', 'dm', 'puede', 'pasar']"
"listo, por fin en casa, a dormir 4 horas nomás. gracias a dios mis papás están bien y les está yendo chingón. ahora yo, a chingarle salu2",0,"['listo', 'fin', 'casa', 'dormir', 'horas', 'nomás', 'gracias', 'dios', 'papás', 'bien', 'yendo', 'chingón', 'ahora', 'chingarle', 'salu']"
en la clase de circo de hoy: cáigase de la pelota gigante y rómpase un diente,0,"['clase', 'circo', 'hoy', 'cáigase', 'pelota', 'gigante', 'rómpase', 'diente']"
@milfncokieslol @paloma_eb el sábado o el viernes podría a lo mejor  pero tengo que jugar durante la semana ,0,"['sábado', 'viernes', 'podría', 'mejor', 'jugar', 'semana']"
esta noche nuevo #directo de #battlefield3 en el canal. podreis proponerme armas con las que jugar para putearme  https://t.co/tyeghzkzy4,0,"['noche', 'nuevo', 'canal', 'podreis', 'proponerme', 'armas', 'jugar', 'putearme']"
@pirata__roberts hay gente muy buena trabajando duro en @spherasports. palabras así impulsan  @eliperezup,0,"['gente', 'buena', 'trabajando', 'duro', 'palabras', 'así', 'impulsan']"
"confirmao tengo el pie roto, he notado como el puto hueso se movía ",0,"['confirmao', 'pie', 'roto', 'notado', 'puto', 'hueso', 'movía']"
@lekilig estaba en momento odio eterno necesitaba compartirlo  además yo hace poco que tengo canal y no me siento nada identificada ,0,"['momento', 'odio', 'eterno', 'necesitaba', 'compartirlo', 'además', 'hace', 'canal', 'siento', 'identificada']"
la esteban promocionando el concierto de estopa en leganes...que empiecen las bromas sin gracia sobre lo barriobajeres que somos todes ,0,"['esteban', 'promocionando', 'concierto', 'estopa', 'leganesque', 'empiecen', 'bromas', 'gracia', 'barriobajeres', 'todes']"
"recorrí toda la ciudad en un dia con mi mejor amigo, que trip",0,"['recorrí', 'toda', 'ciudad', 'dia', 'mejor', 'amigo', 'trip']"
van dos días que sueño con el vato no es justo porque de ante mano sé que no va a pasar ni madres.,0,"['van', 'do', 'días', 'sueño', 'vato', 'justo', 'mano', 'sé', 'va', 'pasar', 'madres']"
"@kraulot si trabajas de autónomo vale, pero precios para conseguir los 20 gb, yoigo es lo más barato y yo sin eso muero en asturias ",0,"['si', 'trabajas', 'autónomo', 'vale', 'precios', 'conseguir', 'gb', 'yoigo', 'barato', 'muero', 'asturias']"
@mabonitatuya1 @samemo11 huy qué rico! se ve que si te exitabas jeje,1,"['huy', 'rico', 've', 'si', 'exitabas', 'jeje']"
@luismartinez22_ pensba q iba a hacer @wxplosive una reflexion profunda de las q me hace a mi pero ,0,"['pensba', 'q', 'iba', 'hacer', 'reflexion', 'profunda', 'q', 'hace']"
@ajuangorena igual que yo jajaja ya mero,0,"['igual', 'jajaja', 'mero']"
cuando le mandas a tu profesor algo para corregir y te lo reenvía corregido y está todo mal  solo me queda llorar,0,"['manda', 'profesor', 'corregir', 'reenvía', 'corregido', 'mal', 'solo', 'queda', 'llorar']"
hay una gran parten de odio en mi,1,"['gran', 'parten', 'odio']"
@omr_dh tranquilo omar yo te sigo ahora ,0,"['tranquilo', 'omar', 'sigo', 'ahora']"
"@oscarbv96 tio que depresión. pero no pasa nada, el amor lo soluciona todo ",0,"['tio', 'depresión', 'pasa', 'amor', 'soluciona']"
@dieraposa @drxaverius y otros biólogos como él se sentirán complacidos. ¡mola mucho! ,0,"['biólogos', 'sentirán', 'complacidos', 'mola']"
he vuelto a escuchar orishas 5 años después y es maravilloso ,0,"['vuelto', 'escuchar', 'orishas', 'años', 'después', 'maravilloso']"
@memocalderons feliz año tu! tenía un rato de no saludar. un abrazo,0,"['feliz', 'año', 'rato', 'saludar', 'abrazo']"
"@gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas",0,"['ayer', 'andábamos', 'allá', 'jaja', 'diré', 'vayamos', 'mañana', 'ver', 'si', 'dejan', 'gracias', 'lindas']"
es neta lo de los tacos?,0,"['neta', 'taco']"
cuando la tormenta eres tu mismo.,0,"['tormenta', 'mismo']"
que te echo de menos cosa chicaa! https://t.co/9qik0givzo,0,"['echo', 'menos', 'cosa', 'chicaa']"
los hombres deben comprarle todo a las mujeres.,1,"['hombre', 'deben', 'comprarle', 'mujeres']"
ser feliz no significa que todo es perfecto. ... buen día a todos!,0,"['ser', 'feliz', 'significa', 'perfecto', 'buen', 'día']"
"[@kresnik02 it's never too late, nunca lo tuve en 64, era muy pobre y la verdad ahorita no lo he buscado así que lo comprare digital]",0,"['it', 'never', 'too', 'late', 'nunca', 'pobre', 'verdad', 'ahorita', 'buscado', 'así', 'comprare', 'digital']"
@dianamenendez97 tengo un examen pero me cago como si tuviera 58  graxias bb mañana veras mi cara de felicidad en el mejor estado,0,"['examen', 'cago', 'si', 'graxias', 'bb', 'mañana', 'veras', 'cara', 'felicidad', 'mejor']"
@mery_nasu nuestras mentes estan conectadas gracias a nuestro negativismo ,0,"['mentes', 'estan', 'conectadas', 'gracias', 'negativismo']"
"@dime_quefuedeti tod@s deberíamos llevar en nuestro día a día, está frase, ya q tod@s somos inmigrantes en algún lugar. ",0,"['tod', 'deberíamos', 'llevar', 'día', 'día', 'frase', 'q', 'tod', 'inmigrantes', 'algún', 'lugar']"
@fershymp es un lamentable reflejo de la realidad y el nivel de educación que impera en méxico,0,"['lamentable', 'reflejo', 'realidad', 'nivel', 'educación', 'impera', 'méxico']"
"@jagambero @tehubriego porque, españa, es un país, opresor¡¡ malvado y esclavista¡... ",0,"['españa', 'país', 'opresor', 'malvado', 'esclavista']"
"esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido ",0,"['bien', 'tener', 'hermanos', 'siempre', 'decida', 'ser', 'subnormal', 'perdido']"
"@pesprimicias gran noticia, es algo de lo que me he quejado en mis vídeos, sobretodo las pérdidas frecuentes de balón de la defensa ",0,"['gran', 'noticia', 'quejado', 'vídeos', 'sobretodo', 'pérdidas', 'frecuentes', 'balón', 'defensa']"
final copa libertadores en bal! la última final de bradinho... https://t.co/rznuvpna5d,0,"['final', 'copa', 'libertadores', 'bal', 'última', 'final', 'bradinho']"
"@wikkedchild lo veo más que jodido, pero la esperanza nunca se pierde. ",0,"['veo', 'jodido', 'esperanza', 'nunca', 'pierde']"
@lapollacaliente dos horitas más! aunque me levanté destemplado ,0,"['do', 'horitas', 'aunque', 'levanté', 'destemplado']"
buenos dias mundo twittero me duermo súper tarde y despierto súper temprano eso no es normal,0,"['buenos', 'dia', 'mundo', 'twittero', 'duermo', 'súper', 'tarde', 'despierto', 'súper', 'temprano', 'normal']"
@casanovasrichy  buenos dias y feliz domingo  abrazo♡,0,"['buenos', 'dia', 'feliz', 'domingo', 'abrazo']"
pos yo tambien estoy triste ,0,"['po', 'tambien', 'triste']"
"ya me cayó mal estar de vacaciones porqué me duermo muy tarde, cuando mi hora para dormir es a las 9 o 10",0,"['cayó', 'mal', 'vacaciones', 'porqué', 'duermo', 'tarde', 'hora', 'dormir']"
@qtf yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!,0,"['opino', 'mismo', 'escribe', 'similar', 'hijo', 'años', 'firma']"
"mujer al volante, peligro constante… ¡mujer tenía que ser!",1,"['mujer', 'volante', 'peligro', 'constante', 'mujer', 'ser']"
"@miroslavamont: recibe un cálido y fuerte abrazo desde san luis potosí, s.l.p. p.d. ya casi tu cumple!! n.n",0,"['recibe', 'cálido', 'fuerte', 'abrazo', 'san', 'luis', 'potosí', 'slp', 'pd', 'casi', 'cumple', 'nn']"
si un niño te trata mal es porque le gustas.,1,"['si', 'niño', 'trata', 'mal', 'gustas']"
"@juakyb me quedo tranquilo entonces, pero iré mirando la opción del coche ",0,"['quedo', 'tranquilo', 'entonces', 'iré', 'mirando', 'opción', 'coche']"
"primer día de adaptación, superado! #esllaut  @avcanpastilla https://t.co/z2zbxcn6vv",0,"['primer', 'día', 'adaptación', 'superado']"
"@hugo_mcc ayy si quería, pero mi familia ya no tiene vacaciones y nos iremos antes pero volveré en enero yo sola y a ver que se hace",0,"['ayy', 'si', 'quería', 'familia', 'vacaciones', 'iremos', 'volveré', 'enero', 'sola', 'ver', 'hace']"
"me voy a las 6 a madrid y me esperan 6 horitas en un autobus, seguramnete lleno de gente, porque mi suerte funciona así ",0,"['voy', 'madrid', 'esperan', 'horitas', 'autobus', 'seguramnete', 'lleno', 'gente', 'suerte', 'funciona', 'así']"
@2kespana sabéis si el nba 2k17 va a tener juego cruzado entre pc y ps4? por ejemplo? ,0,"['sabéis', 'si', 'nba', 'k', 'va', 'tener', 'juego', 'cruzado', 'pc', 'p', 'ejemplo']"
@heyguero no te trajeron uno los reyes u.u oie k feos,0,"['trajeron', 'reyes', 'uu', 'oie', 'k', 'feos']"
hay videos que no se envían porque no tengo espacio en el móvil así que lo siento ,0,"['video', 'envían', 'espacio', 'móvil', 'así', 'siento']"
"o sea si, ya estoy mas cachetonq, pero hay fotos donde de plano me veo completamente con obesidad mórbida.",0,"['si', 'ma', 'cachetonq', 'fotos', 'plano', 'veo', 'completamente', 'obesidad', 'mórbida']"
@lirondos ya lo tenía fichado y tengo ganas de darle uso  ¡¡gracias!! ,0,"['fichado', 'ganas', 'darle', 'uso', 'gracias']"
@elblackcat eso es muy probable,0,['probable']
"lo triste de las vacaciones, es cuando haces maletas para regresar a la rutina.",0,"['triste', 'vacaciones', 'haces', 'maletas', 'regresar', 'rutina']"
"@unaneliaa neliásticos días, casi vecinos a 800 años luz?? aún viajando a la vel de la luz se tardan 800 años lol está difícil para ir ",0,"['neliásticos', 'días', 'casi', 'vecinos', 'años', 'luz', 'aún', 'viajando', 'vel', 'luz', 'tardan', 'años', 'lol', 'difícil', 'ir']"
@desireedelgado yo llevo medio verano debajo de la dichosa máquina... menudo verano largo este año de sofoco... ,0,"['llevo', 'medio', 'verano', 'debajo', 'dichosa', 'máquina', 'menudo', 'verano', 'largo', 'año', 'sofoco']"
@drlejtik @tauroagencia @laplazamexico jaja insisto se pondra buenisimo,0,"['jaja', 'insisto', 'pondra', 'buenisimo']"
"es triste cumplir años el 2 de enero, casi nadie recuerda que cumplo años por las fiestas de fin de año y además los pesco ya sin dinero",0,"['triste', 'cumplir', 'años', 'enero', 'casi', 'nadie', 'recuerda', 'cumplo', 'años', 'fiesta', 'fin', 'año', 'además', 'pesco', 'dinero']"
"@gvlo2008 de hecho le di a alejandra zavala, me fui con la finta de alejandra y no leí el apellido, pensé que era la de tiro con arco",1,"['hecho', 'di', 'alejandra', 'zavala', 'finta', 'alejandra', 'leí', 'apellido', 'pensé', 'tiro', 'arco']"
"odio tener una voz horrible y que a la vez ame cantar, no es justo ¿por que la vida me trata tan mal?",0,"['odio', 'tener', 'voz', 'horrible', 'vez', 'ame', 'cantar', 'justo', 'vida', 'trata', 'tan', 'mal']"
"a las mujeres no hay que entenderlas, hay que quererlas.",1,"['mujeres', 'entenderlas', 'quererlas']"
las mujeres conducen peor y causan más accidentes,1,"['mujeres', 'conducen', 'peor', 'causan', 'accidentes']"
"-mamá ya quiero cambiar de lentes están bien rayados. *horas después, mi hermana rompe mis lentes* yep, es hora de cambiar lentes.",0,"['mamá', 'quiero', 'cambiar', 'lentes', 'bien', 'rayados', 'horas', 'después', 'hermana', 'rompe', 'lentes', 'yep', 'hora', 'cambiar', 'lentes']"
"regla básica para hacer una fiesta de cumpleaños... tener amigos, no sé a quién invitar",0,"['regla', 'básica', 'hacer', 'fiesta', 'cumpleaños', 'tener', 'amigo', 'sé', 'quién', 'invitar']"
@sumiesb yo también vi la peli y lloré lo que no está escrito  ahora estoy leyendo el libro y me estoy echando unas risas impresionantes!,0,"['vi', 'peli', 'lloré', 'escrito', 'ahora', 'leyendo', 'libro', 'echando', 'unas', 'risas', 'impresionantes']"
estoy poniendo fotos a lo loco porque no tengo las mias pero no va tan mal... https://t.co/uk0yck18nu,0,"['poniendo', 'fotos', 'loco', 'mias', 'va', 'tan', 'mal']"
"son 8:26 y yo ya me estoy visualizando en mi cama durmiendo, cuando salga de trabajar",0,"['visualizando', 'cama', 'durmiendo', 'salga', 'trabajar']"
"lo bueno de crecer es que cosas que antes causaban un efecto emocional en mí, ahorita me vale madreeee #quebonitoeslobonito",0,"['bueno', 'crecer', 'cosas', 'causaban', 'efecto', 'emocional', 'ahorita', 'vale', 'madreeee']"
se acabo lo bueno no tardes en volver hasta el año que viene,0,"['acabo', 'bueno', 'tardes', 'volver', 'año', 'viene']"
"una señora alza la voz,le piden no gritar,ella dice con usted no estoy hablando...entonces por qué habla tan fuerte...me aturde",1,"['señora', 'alza', 'vozle', 'piden', 'gritarella', 'dice', 'usted', 'hablandoentonces', 'habla', 'tan', 'fuerteme', 'aturde']"
me dijo : ¿ y no crees que te esta cayendo mal esa terapia ? yo no veo cambios y antes no te ponías asi!? lo hacias y ya! jajajaja,0,"['dijo', 'cree', 'cayendo', 'mal', 'terapia', 'veo', 'cambios', 'ponías', 'asi', 'hacias', 'jajajaja']"
eso de salir a las 8 de la escuela no va a estar chido,0,"['salir', 'escuela', 'va', 'chido']"
"@xz4dry @xslgy tienes pinta buena gente por lo q veo, t he conocio gracias a qt ",0,"['pinta', 'buena', 'gente', 'q', 'veo', 't', 'conocio', 'gracias', 'qt']"
"@netgakure se ve bie, pero noup! no se tan solo no lo veo muy natural",0,"['ve', 'bie', 'noup', 'tan', 'solo', 'veo', 'natural']"
es triste quitar todas las cosas de navidad,0,"['triste', 'quitar', 'toda', 'cosas', 'navidad']"
@walkiriaflor pues no estaba bromenado,0,"['pues', 'bromenado']"
los hombres son más razón y las mujeres más emoción.,1,"['hombre', 'razón', 'mujeres', 'emoción']"
@sbecqer hola! la lvl 30 me la regaló noska en el 1er megasorteo. la lvl 32 me la regalo también pero era lvl 30.y la lvl 27 se la compré,0,"['hola', 'lvl', 'regaló', 'noska', 'er', 'megasorteo', 'lvl', 'regalo', 'lvl', 'lvl', 'compré']"
