Texto,Sesgo,Texto_preprocesado,Texto_token,Sin_palabras_vacias,Texto_stemmed_PS,Text_stemmed_SS,Texto_lemma
"os imagino tal que así - oye tío digamos que somos aliados para follar más jeje - venga tío,va a ver si cuela ",1,os imagino tal que así  oye tío digamos que somos aliados para follar más jeje  venga tíova a ver si cuela ,"['os', 'imagino', 'tal', 'que', 'así', 'oye', 'tío', 'digamos', 'que', 'somos', 'aliados', 'para', 'follar', 'más', 'jeje', 'venga', 'tíova', 'a', 'ver', 'si', 'cuela']","['imagino', 'tal', 'así', 'oye', 'tío', 'digamos', 'aliados', 'follar', 'jeje', 'venga', 'tíova', 'ver', 'si', 'cuela']","['imagino', 'tal', 'así', 'oye', 'tío', 'digamo', 'aliado', 'follar', 'jeje', 'venga', 'tíova', 'ver', 'si', 'cuela']","['imagin', 'tal', 'asi', 'oye', 'tio', 'dig', 'ali', 'foll', 'jej', 'veng', 'tiov', 'ver', 'si', 'cuel']","['imagino', 'tal', 'así', 'oye', 'tío', 'digamos', 'aliados', 'follar', 'jeje', 'venga', 'tíova', 'ver', 'si', 'cuela']"
mi abuelo no sabía que tenía segundo nombre,0,mi abuelo no sabía que tenía segundo nombre,"['mi', 'abuelo', 'no', 'sabía', 'que', 'tenía', 'segundo', 'nombre']","['abuelo', 'sabía', 'segundo', 'nombre']","['abuelo', 'sabía', 'segundo', 'nombr']","['abuel', 'sab', 'segund', 'nombr']","['abuelo', 'sabía', 'segundo', 'nombre']"
@cristinaenalfa @alfa913fm hola cris saludos desde ahome sinaloa rumbo a tijuana en un autobús elite hermosa,1,  hola cris saludos desde ahome sinaloa rumbo a tijuana en un autobús elite hermosa,"['hola', 'cris', 'saludos', 'desde', 'ahome', 'sinaloa', 'rumbo', 'a', 'tijuana', 'en', 'un', 'autobús', 'elite', 'hermosa']","['hola', 'cris', 'saludos', 'ahome', 'sinaloa', 'rumbo', 'tijuana', 'autobús', 'elite', 'hermosa']","['hola', 'cri', 'saludo', 'ahom', 'sinaloa', 'rumbo', 'tijuana', 'autobú', 'elit', 'hermosa']","['hol', 'cris', 'salud', 'ahom', 'sinalo', 'rumb', 'tijuan', 'autobus', 'elit', 'hermos']","['hola', 'cris', 'saludos', 'ahome', 'sinaloa', 'rumbo', 'tijuana', 'autobús', 'elite', 'hermosa']"
"gracias victorerubio por recomendarme el seguimiento de @mandalabeach. artistas de talla internacional, monólogos y musica en directo ",0,gracias victorerubio por recomendarme el seguimiento de  artistas de talla internacional monólogos y musica en directo ,"['gracias', 'victorerubio', 'por', 'recomendarme', 'el', 'seguimiento', 'de', 'artistas', 'de', 'talla', 'internacional', 'monólogos', 'y', 'musica', 'en', 'directo']","['gracias', 'victorerubio', 'recomendarme', 'seguimiento', 'artistas', 'talla', 'internacional', 'monólogos', 'musica', 'directo']","['gracia', 'victorerubio', 'recomendarm', 'seguimiento', 'artista', 'talla', 'internacion', 'monólogo', 'musica', 'directo']","['graci', 'victorerubi', 'recomend', 'seguimient', 'artist', 'tall', 'internacional', 'monolog', 'music', 'direct']","['gracias', 'victorerubio', 'recomendarme', 'seguimiento', 'artistas', 'talla', 'internacional', 'monólogos', 'musica', 'directo']"
"@bvillamor_gay ha sido un placer! muy profesionales  hoy en @ed_tve a las 19,39 ",0, ha sido un placer muy profesionales  hoy en  a las  ,"['ha', 'sido', 'un', 'placer', 'muy', 'profesionales', 'hoy', 'en', 'a', 'las']","['sido', 'placer', 'profesionales', 'hoy']","['sido', 'placer', 'profesional', 'hoy']","['sid', 'plac', 'profesional', 'hoy']","['sido', 'placer', 'profesionales', 'hoy']"
histerica x todo lo que no he actualizado en redes.quiero tiempo ó 1 comunity manager gratis xq yo como juanga y el pais no tengo dinero,0,histerica x todo lo que no he actualizado en redesquiero tiempo ó  comunity manager gratis xq yo como juanga y el pais no tengo dinero,"['histerica', 'x', 'todo', 'lo', 'que', 'no', 'he', 'actualizado', 'en', 'redesquiero', 'tiempo', 'ó', 'comunity', 'manager', 'gratis', 'xq', 'yo', 'como', 'juanga', 'y', 'el', 'pais', 'no', 'tengo', 'dinero']","['histerica', 'x', 'actualizado', 'redesquiero', 'tiempo', 'ó', 'comunity', 'manager', 'gratis', 'xq', 'juanga', 'pais', 'dinero']","['histerica', 'x', 'actualizado', 'redesquiero', 'tiempo', 'ó', 'comun', 'manag', 'grati', 'xq', 'juanga', 'pai', 'dinero']","['hister', 'x', 'actualiz', 'redesquier', 'tiemp', 'o', 'comunity', 'manag', 'gratis', 'xq', 'juang', 'pais', 'diner']","['histerica', 'x', 'actualizado', 'redesquiero', 'tiempo', 'ó', 'comunity', 'manager', 'gratis', 'xq', 'juanga', 'pais', 'dinero']"
"sonríe, no sé por qué siempre tienes esa cara de enfado.",0,sonríe no sé por qué siempre tienes esa cara de enfado,"['sonríe', 'no', 'sé', 'por', 'qué', 'siempre', 'tienes', 'esa', 'cara', 'de', 'enfado']","['sonríe', 'sé', 'siempre', 'cara', 'enfado']","['sonrí', 'sé', 'siempr', 'cara', 'enfado']","['sonri', 'se', 'siempr', 'car', 'enfad']","['sonríe', 'sé', 'siempre', 'cara', 'enfado']"
"ahora todo es machismo, no se puede hacer ni un chiste",1,ahora todo es machismo no se puede hacer ni un chiste,"['ahora', 'todo', 'es', 'machismo', 'no', 'se', 'puede', 'hacer', 'ni', 'un', 'chiste']","['ahora', 'machismo', 'puede', 'hacer', 'chiste']","['ahora', 'machismo', 'pued', 'hacer', 'chist']","['ahor', 'machism', 'pued', 'hac', 'chist']","['ahora', 'machismo', 'puede', 'hacer', 'chiste']"
"@omegaesp estaría a un paseo en tren de madrid, y tendría findes largos cada dos semanas... ",0, estaría a un paseo en tren de madrid y tendría findes largos cada dos semanas ,"['estaría', 'a', 'un', 'paseo', 'en', 'tren', 'de', 'madrid', 'y', 'tendría', 'findes', 'largos', 'cada', 'dos', 'semanas']","['paseo', 'tren', 'madrid', 'findes', 'largos', 'cada', 'dos', 'semanas']","['paseo', 'tren', 'madrid', 'find', 'largo', 'cada', 'do', 'semana']","['pase', 'tren', 'madr', 'find', 'larg', 'cad', 'dos', 'seman']","['paseo', 'tren', 'madrid', 'findes', 'largo', 'cada', 'do', 'semanas']"
las chicas deben verse siempre bonitas.,1,las chicas deben verse siempre bonitas,"['las', 'chicas', 'deben', 'verse', 'siempre', 'bonitas']","['chicas', 'deben', 'verse', 'siempre', 'bonitas']","['chica', 'deben', 'vers', 'siempr', 'bonita']","['chic', 'deb', 'vers', 'siempr', 'bonit']","['chicas', 'deben', 'verse', 'siempre', 'bonitas']"
"ya estoy en mi casa maigues, no morí. bien pinche adolorida pero ya en mi casita. pd. me quieren llevar al rancho pero yo no quiero",0,ya estoy en mi casa maigues no morí bien pinche adolorida pero ya en mi casita pd me quieren llevar al rancho pero yo no quiero,"['ya', 'estoy', 'en', 'mi', 'casa', 'maigues', 'no', 'morí', 'bien', 'pinche', 'adolorida', 'pero', 'ya', 'en', 'mi', 'casita', 'pd', 'me', 'quieren', 'llevar', 'al', 'rancho', 'pero', 'yo', 'no', 'quiero']","['casa', 'maigues', 'morí', 'bien', 'pinche', 'adolorida', 'casita', 'pd', 'quieren', 'llevar', 'rancho', 'quiero']","['casa', 'maigu', 'morí', 'bien', 'pinch', 'adolorida', 'casita', 'pd', 'quieren', 'llevar', 'rancho', 'quiero']","['cas', 'maig', 'mor', 'bien', 'pinch', 'adolor', 'casit', 'pd', 'quier', 'llev', 'ranch', 'quier']","['casa', 'maigues', 'morí', 'bien', 'pinche', 'adolorida', 'casita', 'pd', 'quieren', 'llevar', 'rancho', 'quiero']"
@samymtzl va a ganar tu tio @lopezobrador_,0, va a ganar tu tio ,"['va', 'a', 'ganar', 'tu', 'tio']","['va', 'ganar', 'tio']","['va', 'ganar', 'tio']","['va', 'gan', 'tio']","['va', 'ganar', 'tio']"
"estás haciendo muy feliz a todo mi tl,yo también quiero que me sigas  @blasauryn",0,estás haciendo muy feliz a todo mi tlyo también quiero que me sigas  ,"['estás', 'haciendo', 'muy', 'feliz', 'a', 'todo', 'mi', 'tlyo', 'también', 'quiero', 'que', 'me', 'sigas']","['haciendo', 'feliz', 'tlyo', 'quiero', 'sigas']","['haciendo', 'feliz', 'tlyo', 'quiero', 'siga']","['hac', 'feliz', 'tlyo', 'quier', 'sig']","['haciendo', 'feliz', 'tlyo', 'quiero', 'sigas']"
me veía hermosa con ese septum me lo voy a poner otra vez se que os suda la polla pero pa eso esta twitter https://t.co/nl7ggddbu5,1,me veía hermosa con ese septum me lo voy a poner otra vez se que os suda la polla pero pa eso esta twitter ,"['me', 'veía', 'hermosa', 'con', 'ese', 'septum', 'me', 'lo', 'voy', 'a', 'poner', 'otra', 'vez', 'se', 'que', 'os', 'suda', 'la', 'polla', 'pero', 'pa', 'eso', 'esta', 'twitter']","['veía', 'hermosa', 'septum', 'voy', 'poner', 'vez', 'suda', 'polla', 'pa', 'twitter']","['veía', 'hermosa', 'septum', 'voy', 'poner', 'vez', 'suda', 'polla', 'pa', 'twitter']","['vei', 'hermos', 'septum', 'voy', 'pon', 'vez', 'sud', 'poll', 'pa', 'twitt']","['veía', 'hermosa', 'septum', 'voy', 'poner', 'vez', 'suda', 'polla', 'pa', 'twitter']"
porque son tan manipulables los pequeños ? y porque no ven a su padre igual que a su madre ? triste ,1,porque son tan manipulables los pequeños  y porque no ven a su padre igual que a su madre  triste ,"['porque', 'son', 'tan', 'manipulables', 'los', 'pequeños', 'y', 'porque', 'no', 'ven', 'a', 'su', 'padre', 'igual', 'que', 'a', 'su', 'madre', 'triste']","['tan', 'manipulables', 'pequeños', 'ven', 'padre', 'igual', 'madre', 'triste']","['tan', 'manipul', 'pequeño', 'ven', 'padr', 'igual', 'madr', 'trist']","['tan', 'manipul', 'pequeñ', 'ven', 'padr', 'igual', 'madr', 'trist']","['tan', 'manipulables', 'pequeños', 'ven', 'padre', 'igual', 'madre', 'triste']"
escribí un texto bien interesante acerca de la violencia en el noviazgo y de cómo salir de las relaciones tóxicas. luego lo posteo amigos,0,escribí un texto bien interesante acerca de la violencia en el noviazgo y de cómo salir de las relaciones tóxicas luego lo posteo amigos,"['escribí', 'un', 'texto', 'bien', 'interesante', 'acerca', 'de', 'la', 'violencia', 'en', 'el', 'noviazgo', 'y', 'de', 'cómo', 'salir', 'de', 'las', 'relaciones', 'tóxicas', 'luego', 'lo', 'posteo', 'amigos']","['escribí', 'texto', 'bien', 'interesante', 'acerca', 'violencia', 'noviazgo', 'cómo', 'salir', 'relaciones', 'tóxicas', 'luego', 'posteo', 'amigos']","['escribí', 'texto', 'bien', 'interesant', 'acerca', 'violencia', 'noviazgo', 'cómo', 'salir', 'relacion', 'tóxica', 'luego', 'posteo', 'amigo']","['escrib', 'text', 'bien', 'interes', 'acerc', 'violenci', 'noviazg', 'com', 'sal', 'relacion', 'toxic', 'lueg', 'poste', 'amig']","['escribí', 'texto', 'bien', 'interesante', 'acerca', 'violencia', 'noviazgo', 'cómo', 'salir', 'relaciones', 'tóxicas', 'luego', 'posteo', 'amigo']"
@anna_tb para mí no son feas  hay feas y bonitas te salvas de arder en el infierno por hetero,1, para mí no son feas  hay feas y bonitas te salvas de arder en el infierno por hetero,"['para', 'mí', 'no', 'son', 'feas', 'hay', 'feas', 'y', 'bonitas', 'te', 'salvas', 'de', 'arder', 'en', 'el', 'infierno', 'por', 'hetero']","['feas', 'feas', 'bonitas', 'salvas', 'arder', 'infierno', 'hetero']","['fea', 'fea', 'bonita', 'salva', 'arder', 'infierno', 'hetero']","['feas', 'feas', 'bonit', 'salv', 'arder', 'infiern', 'heter']","['feas', 'feas', 'bonitas', 'salvas', 'arder', 'infierno', 'hetero']"
"a la mujer y a la burra, cada día una zurra",1,a la mujer y a la burra cada día una zurra,"['a', 'la', 'mujer', 'y', 'a', 'la', 'burra', 'cada', 'día', 'una', 'zurra']","['mujer', 'burra', 'cada', 'día', 'zurra']","['mujer', 'burra', 'cada', 'día', 'zurra']","['muj', 'burr', 'cad', 'dia', 'zurr']","['mujer', 'burra', 'cada', 'día', 'zurra']"
y aveces necesito alguien con quien platicar,0,y aveces necesito alguien con quien platicar,"['y', 'aveces', 'necesito', 'alguien', 'con', 'quien', 'platicar']","['aveces', 'necesito', 'alguien', 'platicar']","['avec', 'necesito', 'alguien', 'platicar']","['avec', 'necesit', 'algui', 'platic']","['aveces', 'necesito', 'alguien', 'platicar']"
"y me ha pasado con carlos, roberto, y una larga lista de amigos con los que la gente cree que me revuelco. pero no, porque soy una ñoña",0,y me ha pasado con carlos roberto y una larga lista de amigos con los que la gente cree que me revuelco pero no porque soy una ñoña,"['y', 'me', 'ha', 'pasado', 'con', 'carlos', 'roberto', 'y', 'una', 'larga', 'lista', 'de', 'amigos', 'con', 'los', 'que', 'la', 'gente', 'cree', 'que', 'me', 'revuelco', 'pero', 'no', 'porque', 'soy', 'una', 'ñoña']","['pasado', 'carlos', 'roberto', 'larga', 'lista', 'amigos', 'gente', 'cree', 'revuelco', 'ñoña']","['pasado', 'carlo', 'roberto', 'larga', 'lista', 'amigo', 'gent', 'cree', 'revuelco', 'ñoña']","['pas', 'carl', 'robert', 'larg', 'list', 'amig', 'gent', 'cre', 'revuelc', 'ñoñ']","['pasado', 'carlos', 'roberto', 'larga', 'lista', 'amigo', 'gente', 'cree', 'revuelco', 'ñoña']"
"@frayjosepho @hienosdeorgullo @capt_e_navarre más bien imposible. a no ser q se convierta al islam, claro ",1,   más bien imposible a no ser q se convierta al islam claro ,"['más', 'bien', 'imposible', 'a', 'no', 'ser', 'q', 'se', 'convierta', 'al', 'islam', 'claro']","['bien', 'imposible', 'ser', 'q', 'convierta', 'islam', 'claro']","['bien', 'impos', 'ser', 'q', 'convierta', 'islam', 'claro']","['bien', 'impos', 'ser', 'q', 'conviert', 'islam', 'clar']","['bien', 'imposible', 'ser', 'q', 'convierta', 'islam', 'claro']"
"a mi mujer por su cumpleaños le compré un collar. ¿y tú a la tuya? yo nada, yo aún la dejo suelta",1,a mi mujer por su cumpleaños le compré un collar ¿y tú a la tuya yo nada yo aún la dejo suelta,"['a', 'mi', 'mujer', 'por', 'su', 'cumpleaños', 'le', 'compré', 'un', 'collar', 'y', 'tú', 'a', 'la', 'tuya', 'yo', 'nada', 'yo', 'aún', 'la', 'dejo', 'suelta']","['mujer', 'cumpleaños', 'compré', 'collar', 'aún', 'dejo', 'suelta']","['mujer', 'cumpleaño', 'compré', 'collar', 'aún', 'dejo', 'suelta']","['muj', 'cumpleañ', 'compr', 'coll', 'aun', 'dej', 'suelt']","['mujer', 'cumpleaños', 'compré', 'collar', 'aún', 'dejo', 'suelta']"
el ballet es de chicas.,1,el ballet es de chicas,"['el', 'ballet', 'es', 'de', 'chicas']","['ballet', 'chicas']","['ballet', 'chica']","['ballet', 'chic']","['ballet', 'chicas']"
yo me cago en los muertos de todas las bacterias malignas de mi garganta.,1,yo me cago en los muertos de todas las bacterias malignas de mi garganta,"['yo', 'me', 'cago', 'en', 'los', 'muertos', 'de', 'todas', 'las', 'bacterias', 'malignas', 'de', 'mi', 'garganta']","['cago', 'muertos', 'todas', 'bacterias', 'malignas', 'garganta']","['cago', 'muerto', 'toda', 'bacteria', 'maligna', 'garganta']","['cag', 'muert', 'tod', 'bacteri', 'malign', 'gargant']","['cago', 'muertos', 'toda', 'bacteria', 'malignas', 'garganta']"
"@carolinaftam jo,es que es mortal ",0, joes que es mortal ,"['joes', 'que', 'es', 'mortal']","['joes', 'mortal']","['joe', 'mortal']","['joes', 'mortal']","['joes', 'mortal']"
estaba pensando en todas las cosas divertidas que quiero hacer este semestre y luego me acordé de lo que metí y pues no va a pasar,0,estaba pensando en todas las cosas divertidas que quiero hacer este semestre y luego me acordé de lo que metí y pues no va a pasar,"['estaba', 'pensando', 'en', 'todas', 'las', 'cosas', 'divertidas', 'que', 'quiero', 'hacer', 'este', 'semestre', 'y', 'luego', 'me', 'acordé', 'de', 'lo', 'que', 'metí', 'y', 'pues', 'no', 'va', 'a', 'pasar']","['pensando', 'todas', 'cosas', 'divertidas', 'quiero', 'hacer', 'semestre', 'luego', 'acordé', 'metí', 'pues', 'va', 'pasar']","['pensando', 'toda', 'cosa', 'divertida', 'quiero', 'hacer', 'semestr', 'luego', 'acordé', 'metí', 'pue', 'va', 'pasar']","['pens', 'tod', 'cos', 'divert', 'quier', 'hac', 'semestr', 'lueg', 'acord', 'met', 'pues', 'va', 'pas']","['pensando', 'toda', 'cosas', 'divertidas', 'quiero', 'hacer', 'semestre', 'luego', 'acordé', 'metí', 'pues', 'va', 'pasar']"
las mujeres deben cuidar a los hombres.,1,las mujeres deben cuidar a los hombres,"['las', 'mujeres', 'deben', 'cuidar', 'a', 'los', 'hombres']","['mujeres', 'deben', 'cuidar', 'hombres']","['mujer', 'deben', 'cuidar', 'hombr']","['mujer', 'deb', 'cuid', 'hombr']","['mujeres', 'deben', 'cuidar', 'hombre']"
"@_tontonina porque somos de móstoles, salir de nuestro ambiente es difícil ",0, porque somos de móstoles salir de nuestro ambiente es difícil ,"['porque', 'somos', 'de', 'móstoles', 'salir', 'de', 'nuestro', 'ambiente', 'es', 'difícil']","['móstoles', 'salir', 'ambiente', 'difícil']","['móstole', 'salir', 'ambient', 'difícil']","['mostol', 'sal', 'ambient', 'dificil']","['móstoles', 'salir', 'ambiente', 'difícil']"
"@nereesantome nope, es respingona  de chiquitin el bullying con eso fue real.  para bonita ya estás tú nere ~",1, nope es respingona  de chiquitin el bullying con eso fue real  para bonita ya estás tú nere ,"['nope', 'es', 'respingona', 'de', 'chiquitin', 'el', 'bullying', 'con', 'eso', 'fue', 'real', 'para', 'bonita', 'ya', 'estás', 'tú', 'nere']","['nope', 'respingona', 'chiquitin', 'bullying', 'real', 'bonita', 'nere']","['nope', 'respingona', 'chiquitin', 'bulli', 'real', 'bonita', 'nere']","['nop', 'respingon', 'chiquitin', 'bullying', 'real', 'bonit', 'ner']","['nope', 'respingona', 'chiquitin', 'bullying', 'real', 'bonita', 'nere']"
"recorrí toda la ciudad en un dia con mi mejor amigo, que trip",0,recorrí toda la ciudad en un dia con mi mejor amigo que trip,"['recorrí', 'toda', 'la', 'ciudad', 'en', 'un', 'dia', 'con', 'mi', 'mejor', 'amigo', 'que', 'trip']","['recorrí', 'toda', 'ciudad', 'dia', 'mejor', 'amigo', 'trip']","['recorrí', 'toda', 'ciudad', 'dia', 'mejor', 'amigo', 'trip']","['recorr', 'tod', 'ciud', 'dia', 'mejor', 'amig', 'trip']","['recorrí', 'toda', 'ciudad', 'dia', 'mejor', 'amigo', 'trip']"
"@riley7097 en edad internacional 19, en edad coreana 20 ",1, en edad internacional  en edad coreana  ,"['en', 'edad', 'internacional', 'en', 'edad', 'coreana']","['edad', 'internacional', 'edad', 'coreana']","['edad', 'internacion', 'edad', 'coreana']","['edad', 'internacional', 'edad', 'corean']","['edad', 'internacional', 'edad', 'coreana']"
"@leonjorgedotcom my dear, has leído mi mail? #sinpresion ",1, my dear has leído mi mail  ,"['my', 'dear', 'has', 'leído', 'mi', 'mail']","['my', 'dear', 'leído', 'mail']","['my', 'dear', 'leído', 'mail']","['my', 'dear', 'leid', 'mail']","['my', 'dear', 'leído', 'mail']"
"las niñas no se comportan así, son princesas.",1,las niñas no se comportan así son princesas,"['las', 'niñas', 'no', 'se', 'comportan', 'así', 'son', 'princesas']","['niñas', 'comportan', 'así', 'princesas']","['niña', 'comportan', 'así', 'princesa']","['niñ', 'comport', 'asi', 'princes']","['niñas', 'comportan', 'así', 'princesas']"
@cesarcpi @bl3ssur @retrotrainer búscame un zapdos de esos legales que tanto te gustan wapo  ,0,   búscame un zapdos de esos legales que tanto te gustan wapo  ,"['búscame', 'un', 'zapdos', 'de', 'esos', 'legales', 'que', 'tanto', 'te', 'gustan', 'wapo']","['búscame', 'zapdos', 'legales', 'gustan', 'wapo']","['búscame', 'zapdo', 'legal', 'gustan', 'wapo']","['buscam', 'zapd', 'legal', 'gust', 'wap']","['búscame', 'zapdos', 'legales', 'gustan', 'wapo']"
dreamer para siempre  @officialcritika @officialsaik os quiero chicos quier abrazaros https://t.co/oldfpq0cd9,0,dreamer para siempre    os quiero chicos quier abrazaros ,"['dreamer', 'para', 'siempre', 'os', 'quiero', 'chicos', 'quier', 'abrazaros']","['dreamer', 'siempre', 'quiero', 'chicos', 'quier', 'abrazaros']","['dreamer', 'siempr', 'quiero', 'chico', 'quier', 'abrazaro']","['dream', 'siempr', 'quier', 'chic', 'qui', 'abrazar']","['dreamer', 'siempre', 'quiero', 'chico', 'quier', 'abrazaros']"
