Texto_preprocesado,Sentimiento
Petita política és la que va va fer   quan era conseller deducació pel   fent una llei deducació la  a mida de la dreta  convergent i per això ara està a   Cal donar resposta a les necessitats de la gent ,Negativo
Taula rodona  i  amb María Elena Álvarez Domingo Alberto Vital Josep M Vilalta i Axel Didriksson  7 de març a la  de Mèxic Oficina regional de la  a Amèrica Llatina i el Carib info   ,Negativo
A les  portes del més important judici contra la democràcia tinguem clar que lextrema dreta VOX acusa la fiscalia afina I els jutges rematen I els medias magnifiquen la farsa Cal denunciar el control d lextremadreta franquista sobre els aparells policial I judicial,Neutral
 Us preocupa com a independentistes que el PP Cs i Vox governin a C Valenciana Per què Se us acabaria el bròquil a la comunitat veïna,Negativo
  El govern ha de preparar el necessari per la separació i abans del judici he de fer efectiva la República Catalana,Negativo
  No pasará mai per què lo que diu aquest senyor com la majoria de coses que diués ridícul Nomes apte per membres de la secta que sempassen tot,Negativo
 Satisfacció pel grau de compliment del PAM    A la nostra arribada ens vam trobar un Ajuntament ferit de mort i amb la necessitat de recuperar la confiança de la gent en la política després d’anys dun govern sociovergent que havia dirigit la ciutat amb un rodet ,Neutral
El dia que alguns descobreixin que els polítics no son els nostres amics excepte qui realment els té com a amics i això és un altre tema sino gent que TREBALLA actuant en el nostre nom i que per això hem de ser crítics i demanarlos resultats els explotarà el cap,Positivo
Raquel Sánchez alcaldesa de Gavà  Temo el auge de la derecha en Gavà       ,Neutral
Tardà comunica a ERC que no repetirà a les llistes a les eleccions generals ,Neutral
La Montse Garcia ens envia aquesta imatge des de la cruïlla de lavinguda Diagonal amb carrer Padilla Envia’ns la teva foto de la Diada al 622 49 62 25    ,Negativo
«Ser dona i negra no limita el meu univers literari al contrari»  Avui lescriptora Toni Morrison premi Nobel de literatura fa 88 anys  ,Negativo
 No com la dETA que és pacífica i democràtica,Negativo
A més dels dos totterrenys destrossats que surten a les imatges del 20S la Guàrdia Civil tenia 5 vehicles més davant d’Economia però van tenir molts menys danys  ,Neutral
Acte de suport a Sant Vicenç dels Horts dels alcaldes dEsquerra als presos independentistes En un manifest qualifiquen dinjust el judici de l1O i el vicepresident Aragonès demana que sacabi la presó preventiva ,Neutral
 Democràcia vol dir respectar les lleis,Negativo
     La diada és per exigir al  que implementi la república Si això us espanta podeu plegar,Positivo
Vinga Tots a la garjola Si quedava algú decent i informat que no fos indepe lhi convertiran tant sí com no ,Positivo
1 oct volem votar 21D no tenim por a les urnes Votar és democràcia Espanya és demofòbica Però ara el 28A no votaré perqué encara em crec que  som república  i Ñ mimporta poc  Jo votaré sempre i on sigui possibleja que votar és participació i construcció La demagògia a casa,Neutral
Deprimits esgotats i insatisfets així se senten la majoria de metges europeus     ,Neutral
Perdoni li dic al noi de lentitat bancària mheu donat un bitllet macat pels colpistes  No pateixis  és legal   La independència avalada pel poder financer Tot té un preu    ,Neutral
Fruit de la persistència i l’esforç d’una comunitat educativa que no s’ha donat per vençuda en 30 anys tenim el solar Encetem una nova etapa perquè  però voldria agraïr aquest pas endavant de la  i el seu equip  ,Negativo
Cal recordar que dissabte la policia feixista espanyola vindrà des dEspanya a ocupar la plaça Sant Jaume Aquest és un dia a marcar a lagenda per defensar la nostra ciutat i la nostra dignitat Cal omplir la plaça Sant Jaume i els carrers del voltant per allunyar els feixistes,Negativo
A partir de les 1830h els Presidents  i  faran a ·les la  sobre el judici de l1Oprohibida a l        ,Positivo
Traducció  Es va fer una crida a omplirdefensar els colegis   És una plataforma posterior a l1 O que qualsevol dia la illegalitzen     ,Positivo
La única manera q tenen els jutges de no acabar amb la seva carrera com a jutges és declarar nul el judici Motius n’hi haqualsevol condemna farà q caigui de cop l’Estat democràtic La absolució portaria un nou  pq no és delictenomés els queda la nulitat ,Positivo
RT   Bé són els mateixos de lOrni i St Esteve de les Roures No donen per més,Neutral
RT  MHP Torra carrega durament contra Tajani que va en contra del dret democràtic  Tajani feixiste cabró,Positivo
Mossos un cop més en defensa del feixisme la xenofòbia i el masclisme Encerclant identificant i amenaçant una trentena de persones que han aturat el bus masclista d a Maria Cristina  hauràs de donar moltíssimes explicacions ,Neutral
Si el Parlament aprova  lAvant Projecte de Llei de Contractes de Serveis a les Persones  les coses iran mooooooolt pitjor Un petò a  ,Negativo
Em sembla que en  es mereix la jubilació cal donar pas a noves generacions de politics que no canviïn el discurs cada dos per tres i que vagin directe a la independència per oblidar l’autonomia que sembla que a ell tant li agrada ,Positivo
  Bua mha deixat ralladíssim El mindfucking definitiu,Negativo
Mentre el majordom manté el relat surrealista de la Fiscalia negant la violència policial lAudiència de Barcelona desmenteix Rajoy i Zoido i ja parla de violència desmesurada de la policia Millo ets un mentider i un miserable ,Positivo
RT  Clara Ponsatí «Pensar que sense insurrecció lEstat sasseurà a negociar em sembla ingenu» ,Negativo
 Aquí falta nuestra gran amiga Pardo Bazán,Negativo
AGRAÏM a lexministre d Medi Ambient dl Quebec IvesF Blanchet la seva condemna al cinisme d  que parla d  perdó  com si els polítics perseguits haguessin comès 1 crim MERCI BEAUCOUP Mr Blanchet d votre défense d la souveraineté du peuple catalan  ,Positivo
RT   Arrimadas tria Madrid serà candidata de Ciutadans per Barcelona el 28A  ,Positivo
RT      Allò  dieu  petita política  és la vida quotidiana de la gent ,Negativo
 Nego totes les afirmacions que es citen a laquí Però caldria rebatre una per una i crec que twitter no és el lloc Mereixeria un article que rebatís punt per punt en el mateix format Si tinteressa ho parlem però ja em cansa haver de rebatre sempre les mateixes mentides,Negativo
   Van entrar a les 8 del matí ja era de nit Qui és el Jordi aquest per dir que sortiran quan ells vulguin i fer de  mediador ,Negativo
Enric Millo  Forn em va dir que l1O garantiria que la jornada electoral es faria amb total normalitat Em vaig quedar estupefacte    ,Neutral
RT   ahir em vaig tornar a enamorar del meu poble ,Positivo
 lopció del diàleg es majoritària tant a Espanya com a Catalunya Per això ens juguem molt a les properes eleccions  ,Negativo
Llàstima no poder veure la cara que deu estar fent ara el company  expert en Dret informàtic quan el fiscal interroga al Conseller  i parla de webs links i aplicacions   ,Positivo
RT  Per mi el moment del  d’ahir és sense dubte aquest ,Positivo
Sestà dient que una llista unitària al Senat faria augmentar els senadors independentistes és FALS A cada província es trien 4 senadors cada llista com a màxim en pot tenir 3 Per separat podem aspirar a tenir els 4 31 com passa a TGN Girona i Lleida Junts com a màxim 3,Negativo
RT  Avui es compleix un any que els diputats de    i  van escollir degradar la sobirania i la dignitat del …,Positivo
 La trucada de l a  portaveu jurídic d al   A la majoria dels judicis els imputats neguen haver fet allò del qual sels acusa en aquest cas és al contrari afirmen que ho han fet i que no és delicte   ,Positivo
Els mitjans espanyols paguen molt poc en comparació amb altres països fins i tot de menor renda per càpita Reportatges que comporten hores de feina per 80 60 50 euros bruts pagats amb setmanes dendarreriment  ,Negativo
Les pilotes de  continuen botant al       ,Neutral
Nou persones entre líders socials i polítics com el meu pare són des de fa més de 10 mesos en situació de presó preventiva El seu delicte convocar un referèndum  El discurs d’Anna Forn a les Nacions Unides en què critica la repressió espanyola  ,Negativo
 Ladvocat de Raül Romeva Andreu Van den Eynde compareix davant del Suprem  Ha transmès la idea que la discussió té a veure amb el dret a lautodeterminació i el principi democràtic    ,Neutral
Cada cop més empreses es van sumant a la convocatòria de vaga laboral i mobilitzacions del dia 8 de març    ,Negativo
Tot el fil Porto 28 anys de militància a lesquerra independentista i sempre estem igual Lesforç dels companys i companyes de  destrossat de forma infantil Tot el suport Continuem ,Positivo
És possible que en els propers dies alguns diputats independentistes dERCPDeCatJxCat recordin aquesta fotografia Encara hi sou a temps El  jutge  Pablo Llarena no és el president de la Generalitat de Catalunya Ho teniu clar Ho preferiu quedar retrats com Coscubiela ,Positivo
Hi ha una cosa que sovint s’oblida no és la defensa qui ha de provar l’absència de violència És l’acusació qui ha de provar sense cap mena de dubte que hi va haver violència Per tant un hipotètic “empat” vol dir acusació no provada és a dir no culpabilitat,Negativo
5  bàsiques inventant relats i acusant gent de rebel·lió i  sedició quan es pretén   fer un   referèndum i el mitjà que es proposa  per a aconseguirne els   objectius   és la democràcia i la posterior  acceptació del que  decideixi  la majoria  Entenem  que  la vaga general,Positivo
 I que només de sentirla parlar els pot explotar el cap  Però tranquila que aquells que diuen no sé què dun pais plurinacional no els molesta gaire el tema És una vulneració de drets siguin o no indepes   ,Positivo
Millora loferta del bus llançadora entre Matadepera i Terrassa A partir davui es reforça el servei amb 10 noves freqüències d’anada i 10 més de tornada  ,Neutral
Si Jordi Cañas és col·laborador a TV3 com és que no negociem amb Espanya que Santiago Espot sigui col·laborador a TVE Per què a TVE ningú els exigeix pluralitat i mai hi conviden un independentista pujadet de to que els digui les coses clares i rotundes,Positivo
El Suprem passa a dimecres la declaració com a testimoni de Rajoy ,Neutral
  Gràcies per què Compromís  Drets Llibertats Serà la dells Són cómplices de la inestabilitat laboral i la retallada de drets Ells van aprovar la reforma laboral del govern Gràcies per la traició,Positivo
 “Els CDR tenen la protecció del Govern de la Generalitat però Sánchez ha renunciat a defensarnos La situació és insostenible i a Sánchez només l’importa mantenirse més temps a la Moncloa”  ,Negativo
  Hi ha hagut amenaces al govern de Pedro Sánchez des dEstats Units per donar suport a Guaidó Ha estat un xantatge mafiós i directe posant damunt la taula el tema de Catalunya ,Positivo
RT   Ostres tot un president de la Generalitat difonent fake news  És vostè un miserable,Negativo
Un fragmento del libro EMPANTANADOS de  Leer el texto en la fotografía                  ,Negativo
 ERC esteu morts La traïció que heu fet al poble de Catalunya no té nom Tot per un partidisme absurd que demostra que mai heu volgut la Independència Voleu regalar Barcelona als Comuns i PSOE abans que compartir llista unitària Sou una colla de botiflers Adéu ERC,Positivo
