Texto_preprocesado,Sentimiento
Tenemos un montón de salvapatrias que se atreven a dar discursos enfundándose en la bandera mientras van esquilmando el país evaden impuestos y viven de lo público sin importarles un carajo la gente el  tienes la oportunidad de darles una lección  ,Positivo
Los analistas advierten de que el descontento seguirá si no hay medidas contra la desigualdad social y fiscal ,Neutral
Hoy he tenido un  revival  a mí abuelo le procesaron por rebelión durante el franquismo por pillarle con propaganda política Hoy el fiscal le ha preguntado a Turull sobre tuits y páginas web del 1O       ,Positivo
Tem jornalista que corre atrás do carro alegórico atrás da notícia Tem jornalista que joga confete O professor Samuel Lima mostra esses dois comportamentos na cobertura da crise venezuelana Abrealas para o comentário da semana do objETHOS ,Neutral
El independentismo cierra filas en contra del “interés electoral” del líder del PSOE ,Neutral
Sisí la Guardia civil delante de Economía de Barcelona  estaba muy incómoda como testifica Montserrat del Toro secretaria judicial  juzgado 13 el        ,Positivo
RT  MINHA SAUDADE TEM NOME E SOBRENOME  ,Neutral
Los indepes nos roban Más de 2000M€ que perderá  y su gente Más de 900M€  Más la bandera menos las personas Ahora que  les siga riendo las gracias,Negativo
RT  1991 desintegración URSS  2019 desintegración CEE  ,Positivo
El próximo  nos jugamos continuar con esa España moderna progresista e inclusiva en la que se reconoce la mayoría social en vez de un país crispado en el que se ponen en tela de juicio muchos de los derechos ya conquistados  Escucha a   ,Negativo
                     Es que lo de rey de reyes no lo veo ,Neutral
 Muchas gracias a los voluntarios de  que han limpiado los insultos y amenazas que los comandos separatistas pintaron frente a la casa del juez Llarena en marzo Una labor que tendrían que haber hecho los gobiernos  ,Negativo
 Nosso inter sequer relaciona o Nonato que é um dos mais promissores vergonha,Neutral
Siempre se dice que el 1O la policía sólo cumplía una orden judicial Pero siempre se obvia lo que realmente decía la orden de la juez  Adoptar todas aquellas medidas que impidan la consecución del referéndum sin afectar la normal convivencia ciudadana   La orden se incumplió ,Positivo
Para que Pedro Sánchez no tenga que depender de pactos que condicionan y frenan el avance de derechos de los ciudadanos es necesario que el  se llenen las urna de votos al  para que ,Positivo
RT  é muito bom ficar assim depois do sexo ,Neutral
 Bon dia   La prórroga de los presupuestos del 155PP permite al 155PSOE seguir con el 155 en España también  ,Positivo
Intolerable el ataque de los CDR a los jóvenes que participaban en el campus de  ¡Todo mi apoyo  ,Negativo
Gallegos y Vascos los más partidarios del diálogo con Catalunya y en contra de aplicar el 155  Galegos e Eúscaros os máis partidarios do diálogo con Catalunya e na contra de se aplicar o 155  ,Positivo
RT  Para ajudar venezuelanos Brasil envia menos de 001 do que ONU pediu ,Neutral
4 de febrero mañana lunes STA CRUZ DE TENERIFE manifestación por unas    ,Positivo
Marchena recuerda que risa está prohibida en la sala   ,Positivo
Alguien tenía dudas de que todo era una farsa La Justicia concluye que la  represión policial  fue un invento del separatismo  ESdiario ,Negativo
Para el  no se destinaron fondos públicos asegura Junqueras Se celebró pese a la suspensión porque primaron insiste  el derecho a votar Hubo violencia policial,Positivo
 Aunque los indepes no quieran reconocerlo la DUI estaba organizada para ser materializada al día siguiente El problema para ellos fue que Puchi no tuvo         ,Negativo
Joaquim Forn se escuda en un “error de traducción” para negar que él ordenase a los Mozos permitir que se celebrase la votación Dice que  El referéndum sha de celebrar  no era una orden  ,Negativo
Y repiten que no hubo referéndum porque era ilegal para repetir la misma palabra mil veces el juez el fiscal los testimonios todos lo repiten como un disco rayado sabiendo que si fue un referéndum porque si no lo hubiera sido ¿Para qué repetirlo,Positivo
 Yo cuando interrumpe el presentador á unos  especialmente a los que me interesa como al letrado de Puigdemont y a otros menos o nada cierro la radio,Positivo
VÍDEO Así impidió informar a TVE un grupo de independentistas ,Negativo
Jordi Pina  hagan ustedes de jueces no de salvadores de la patria      ,Positivo
Contra los impulsos de Bolsonaro el ejército rechaza una intervención en el país vecino ,Neutral
Si no nos bombardean no es por falta de ganas es porque sino se quedaban sin el 20 de su PIB nacional Javier Maroto  Queremos devolver la autonomía a los catalanes con un 155   via ,Positivo
Mañana saldreis a la calle y encontrareis el apoyo de vuestros clientes Porque estos en contra de lo que tratan de vender políticos y medios de comunicación corruptos nos necesitan y saben que nuestra lucha es por el SP y por sus derechos como usuarios ¡Ánimo compañeros,Positivo
RT  El PSO€MOS y los separatistas tumban la ley del PP para penar con cárcel los referéndums ilegales  ,Negativo
 queria construir un mundo q nos uniese a todos no uno que nos separase y levantase muros Él trabajaba x un mundo q superase sus diferencias no x uno que sucumbiera a ellas     x ,Negativo
Recorte de previsiones de de  de crecimiento para  en 2019 sólo será del 11  sigue mejor q la media el doble q la Eurozona ,Positivo
 Es de vergüenzapero si los políticos de este país se hacen fotos con Otegui y le llaman a este   hombre de paz  a un secuestradordirigente etarratorturador y cómplice de asesinoscon esto ya esta todo dicho,Negativo
En la primera audiencia declaratoria del juicio a los independentistas casi la mitas de los asientos para el público fueron reservados para miembros de Vox No digan que este es un juicio ES penal ni imparcial es un juicio DESCARADAMENTE POLITICO,Positivo
  Excelentes palabras No hay dudas de que son presos político perseguidos por sus ideas y castigados por sus convicciones,Positivo
 El independentismo ha dejado en pelotas una democracia low cost que tiene demasiados muertos en el armario y en las cunetas,Positivo
Mientras en las calles se desataba la locura y la violencia extrema de la sedición en el edificio colindante hicieron cola entraron vieron una obra de teatro salieron y se fueron a cenar los espectadores del Teatre Coliseum  Lo normal en todas las rebeliones  ,Positivo
Referéndum consultivo Mayoría sobre minoría Provincias y localidades donde no haya mayoría indep dentro de ESP resto fuera UE sin libre circulación personas mercancías empresas República con partidos independentistas x si hay q volver a ESP Explica todo No hay cojones ,Negativo
Menos mal que una vez concluidos el  y las  ya no tendrán que gastar 87 M€ en apalizar independentistas Seguro que dejan de llenar las calles Bruselas o Estrasburgo pidiendo referéndum y       ,Positivo
Críticas al independentismo en Le Figaro «Sola Cataluña no es nada ni cultural ni económicamente»  vía ,Negativo
Tenemos que intentar detectar cada una de las mentiras y las trampas de los separatistas Hay que intentar convencer a algunos eurodiputados especialmente sensibles con los DDHH de la gravedad de los hechos ocurridos en Cataluña,Negativo
RT  272 inversores en la independencia informativa Cada lector cuenta Gracias  ,Negativo
Chantal Moll de Alba profesora de Derecho Civil en la Universidad de Barcelona  El problema de fondo en Cataluña es la hegemonía en el poder de un nacionalismo reductor victimista y egoísta ese que instauró e ideó Jordi Pujol  ,Negativo
Si Jordi Turull está dejando tan en evidencia a la Fiscalía no quiero ni imaginar lo vergonzoso que va a ser oir a la abogada del Estado  Omnium ,Positivo
La oposición golpista venezolana como técnica de propaganda nazi acusaba en falso al presidente Nicolás Maduro de reclutar niños cuando en realidad estaba dando la vuelta a la tortilla para no quemar su propia sarten ,Positivo
 Ayer  en     Yo no tengo respeto por los votantes proetarras Cuando llegue VOX al Congreso una de las iniciativa que vamos a presentar será la ilegalización de los partidos separatistas   ,Negativo
     Hahahahaha si tu lo dices Arrimadas se va a Madrid pq Rivera se ha cagado y quiere recuperar los votos q se le han ido a VOX y PP  A aquesta trepa Catalunya se la suava abans  imaginat ara que té un ull a la presidencia,Positivo
  Cuando unas personas están injustamente en prisión durante tanto tiempo no lo llamaría solidaridad más bien es vergüenza de vivir en un Estado así Por cierto no es necesario ser indepe para ponerse un lazo,Positivo
Un integrante de la Ayudantía de la Presidencia de la República el cuerpo de civiles encargado de asistir a Andrés Manuel López Obrador busca llegar a la Comisión Reguladora de Energía ,Neutral
 Para descojonarse Desde q veo el juicio me estoy embruteciendo pero es q es surrealista   Q no conteste es por las mujeres Pero de qué va Q nulo respeto  A mí esta tía no tiene otro nombre no me respeta Se salva su culo Tole qué   ,Negativo
El 1 de octubre del 2017 fue todo muy normal Nada preparado Era tan legal que tenían gente preparando la performance fuera de los colegios Y se sorprenden que los tengan en prisión         ,Negativo
 Ya lo ha hecho y la Sra Arrimadas ya le ha rechazado la invitación Solo quiere ir a hacer una de sus “performances” con fotovideo de critica ácida con cero interés en dialogar Estilo Ciudadanos,Positivo
1 Meses atrás exigimos que a ditadura cubana revisse as regras impostas aos profissionais cubanos participantes do Mais Médicos que recebiam apenas uma pequena parte de seus salários e não tinham liberdade para ver seus familiares,Neutral
 No se si es culpa de los indepes catalanes pero últimamente no se q pasa en la España de las 17 comunidades para q se digan tantas falsedades con intención o sin ella Mira q un hombre tan inteligente como el ministro Borrell hacer esas comparaciones Vigilemos el oremus ,Positivo
  Éso mismo opiné yo Al igual que los días del 5 al 7 de septiembre del pasado año Dónde los políticos independentistas se  chorrearon  en el reglamento del Parlament después en el Estatuto catalán y por último en la Constitución española TODO en un par de tardes,Negativo
Siempre dando un paso al frente a pesar de la tristeza de ser el patito feo de nuestros gobernantes    Buen servicio y enhorabuena Compañeros    Reconocidos en nuestro Trabajo  Discriminados en el salario  ,Negativo
RT  Programa del PP aplicar el 155 y después a seguir robando,Positivo
 seguro que esto lo han hecho los indepe  Que poca altura politica tienes  lo pagarás en las urnas en CAT Ahhh no que te vas a Madrid ,Positivo
 Casado  aplicaré el 155 de inmediato  Será si Europa no tiene inconveniente imbécil,Positivo
Son la derecha con los mismos objetivos van de la mano QUE NADA CAMBIE Las personas no les importamos una higa lo que ellos quieren es seguir chupando del dinero de todos Casado robando Rivera igual Tarda y Puigdemont con sus cortijo catalán Los españoles perdemos ellos ganan ,Positivo
